#name;CR;MR;alignment;size;type;subtypes;groups;environment;climate;plane;variant;intervals;source
##Bestiaries

#Bestiary 1 (10.2009)
cultist troop;11;;9;4;5;53;;13;;0;;1,2-4|band;B6
cutlass spider;6;;5;5;2;;;0,13;;0;;1;B6
daitengu;10;;5;4;9;13,50;;6;;0;;1;B6
danthienne;5;;6;2;4;;;14;;0;;1,2-4|clique;B6
deathsnatcher;18;;9;4;7;;;3,6;3;0;;1;B6
deep walker;14;;7;7;0;2;;7;;0;;1-2,3-6|troop;B6
deinotherium;7;;5;6;1;;27,44;4,8;;0;;1-2;B6
derro magister;5;;9;3;5;;;13;;0;;1;B6
desert blight;13;;8;4;8;37;;3;;0;;1;B6
devil monkey;6;;5;6;1;;27;5,8;2,3;0;;1-2,3-10|troop;B6
Dispater;27;10;7;5;9;9,11,12,23,50;1;0,11,13;;20;;1u;B6
dream naga;9;;5;5;0;12;45;0,11,13;;5;;1-2,3-6|nest;B6
duneshaker;18;;5;8;12;;;3;3;0;;1;B6
dunkleosteus;6;;5;6;1;2;27;7;;0;;1;B6
elasmotherium;9;;5;6;1;;27,44;4,8;2;0;;1-2,3-9|herd;B6
elder wyrm;24;;5;8;3;;;0;;0;;1;B6
erodaemon;11;;8;4;9;9,12,20,50;;0,13;;19;;1-2,3-6|harem;B6
esobok;3;;5;4;9;12,31;;0,13;;13;;1,2-6|pack;B6
euryale;20;;9;4;7;;;0,13;;0;;1-3;B6
exiled shade;6;;9;4;11;45;;0,11,13;;0;;1-2,3-10|banishment;B6
fallen;8;;7;4;11;45;;0,11,13;;0;;1,2-6|squad,7-16|platoon;B6
fen mauler;10;;8;5;7;;;12;2;0;;1-2,3-7|party;B6
fire whale;16;;5;8;6;12;;0,1,11,13;;9;;1-2,3-8|pod;B6
forest blight;18;;9;4;8;37;;4;;0;;1;B6
fungus queen;9;;9;4;10;12;;13;;0;;1;B6
Geryon;29;10;7;6;9;2,9,11,12,23;1;0,1,13;;20;;1u;B6
ghole;12;;8;4;7;;;0;;0;;1-2,3-6|gang;B6
giant belostomatid;3;;5;5;12;2;;9,12;2;0;;1;B6
giant hellgrammite;5;;5;5;12;2;;9;2;0;;1-2;B6
giant raven;1;;5;4;1;;27;0;2;0;;1-2,3-12|conspiracy;B6
giant starfish;8;;5;5;12;2;;2,7;;0;;1-2,3-10|cluster;B6
giant sundew;12;;5;6;10;;;12;2;0;;1-2,3-8|grove;B6
giant tube worm;2;;5;4;12;2;;7;;0;;1-2,3-12|cluster;B6
giant whip spider;4;;5;4;12;;;5;2,3;0;medium [titanic whip spider];1-2;B6
giganotosaurus;13;;5;8;1;;27,28;4,8;3;0;;1-2,3-6|pack;B6
gluttongrass;1;;5;4;10;;;8;;0;;1-2,3-11|swath,12-100|field;B6
goezspall;14;;5;5;6;;;0;;0;;1;B6
goblin troop;5;;8;3;5;53;;4,8;2;0;;1,2-6|band;B6
gold golem;15;;5;5;2;;36;0,13;;0;;1,2-5|procession;B6
gold golem shield guardian;17;;5;5;2;;36;0,13;;0;gold golem;1-2;B6
gongorinan;11;;9;4;9;8,9,12,32;;13;;18;;1-2,3-10|cast;B6
gorgoros;9;;9;5;9;8,9,12,32;;0,13;;18;;1-2,3-7|circle;B6
gowrow;5;;5;5;3;2;;9;2;0;;1;B6
gravesludge;12;;8;4;8;;;0;;0;;1-2,3-5|haunt;B6
great wyrm crypt dragon;24;;5;8;3;12;25;0;;13;crypt dragon\ancient crypt dragon;1;B6
great wyrm havoc dragon;24;;3;8;3;8,10,12;25;0;;16;havoc dragon\ancient havoc dragon;1;B6
great wyrm infernal dragon;24;;7;8;3;9,10,12;25;0;;20;infernal dragon\ancient infernal dragon;1;B6
great wyrm infernal dragon ravener;26;;7;8;11;9,10,12;;0;;20;great wyrm infernal dragon\ancient infernal dragon;1;B6
great wyrm paradise dragon;24;;1;8;3;10,11,12;25;0;;14;paradise dragon\ancient paradise dragon;1;B6
great wyrm rift dragon;24;;9;8;3;8,9,12;25;0;;18;rift dragon\ancient rift dragon;1;B6
great wyrm rift dragon ravener;26;;9;8;11;8,9,12;;0;;18;great wyrm rift dragon\ancient rift dragon;1;B6
green man;26;;5;4;10;50;;4;2;0;;1;B6
hegessik;15;;6;5;9;8,12,30,50;;0,1,11;;17;;1,2-6|cloister;B6
herecite;9;;7;4;11;;;0,13;;0;;1,2-5|cabal;B6
hookfang worm;7;;5;6;12;2;;7;;0;;1-2,3-8|shoal;B6
horla;8;;9;3;0;12;;0,11,15;;3;;1-2,3-10|invasion;B6
hupia;6;;8;4;11;;;0;;0;;1-2,3-12|gathering;B6
hydraggon;3;;9;4;9;2,8,9,12,32;;1;;18;;1-2,3-10|shoal;B6
ichkoh;7;;8;4;9;9,12,34;;0,11,15;;3;;1-2,3-12|clot;B6
Isph-Aun-Vuln;25;10;9;4;9;8,9,12,32,45;15;0,11,13;;18;;1u;B6
izfiitar;20;;6;4;9;8,12,30,50;;0,1,11;;17;;1,2-3|chorus;B6
jungle whip spider;1;;5;3;12;;;5;2,3;0;small [titanic whip spider];1-2;B6
juvenile crypt dragon;13;;5;5;3;12;25;0;;13;crypt dragon\young crypt dragon;1;B6
juvenile havoc dragon;13;;3;5;3;8,10,12;25;0;;16;havoc dragon\young havoc dragon;1;B6
juvenile infernal dragon;13;;7;5;3;9,10,12;25;0;;20;infernal dragon\young infernal dragon;1;B6
juvenile paradise dragon;13;;1;5;3;10,11,12;25;0;;14;paradise dragon\young paradise dragon;1;B6
juvenile rift dragon;13;;9;5;3;8,9,12;25;0;;18;rift dragon\young rift dragon;1;B6
kamaitachi;13;;9;4;4;1;;0,11;;0;;1-2,3-6|storm;B6
kentrosaurus;5;;5;5;1;;27,28;8;3;0;;1-2,3-12|herd;B6
kikituk;13;;8;6;2;;;0,13;;0;;1;B6
Krampus;21;;8;5;7;;;0;;0;;1u;B6
lacridaemon;3;;8;4;9;9,12,20;;0,13;;19;;1-2,3-6|lurk;B6
Leng hound;10;;9;4;0;12;;0,11,13;;0,22;;1,2-8|pack;B6
lilitu;17;;9;4;9;8,9,12,22;;0,11,13;;18;;1-2,3-5|gathering;B6
llorona;11;;8;4;11;45;;2,12;;0;;1;B6
lovelorn;4;;9;2;11;;;0,13;;0;;1-2;B6
Mammon;28;10;7;4;9;9,11,12,23;1;0,13;;20;;1u;B6
mapinguari;11;;5;6;6;;;4;3;0;;1-2;B6
mature adult crypt dragon;17;;5;6;3;12;25;0;;13;crypt dragon\adult crypt dragon;1;B6
mature adult havoc dragon;17;;3;6;3;8,10,12;25;0;;16;havoc dragon\adult havoc dragon;1;B6
mature adult infernal dragon;17;;7;6;3;9,10,12;25;0;;20;infernal dragon\adult infernal dragon;1;B6
mature adult paradise dragon;17;;1;6;3;10,11,12;25;0;;14;paradise dragon\adult paradise dragon;1;B6
mature adult rift dragon;17;;9;6;3;8,9,12;25;0;;18;rift dragon\adult rift dragon;1;B6
memitim;15;;5;4;9;12,31;;0,11,13;;13;;1-2,3-7|dirge;B6
Mephistopheles;30;10;7;5;9;9,11,12,23;1;0,11,13;;20;;1u;B6
mezlan;14;;5;4;8;50;;0,13;;0;;1;B6
mire nettle;2;;5;3;10;;;12;2;0;;1,2-6|thicket,7-12|grove;B6
mockingfey;1;;6;2;4;;32;4;;0;;1-2,3-20|jape;B6
mokele-mbembe;9;;5;6;1;;27;9;3;0;;1-2,3-6|pack;B6
moldwretch;7;;5;3;10;;;12,13;;0;;1,2-3|cluster,4-9|growth;B6
Moloch;29;10;7;6;9;9,11,12,23;1;0,13;;20;;1u;B6
monkey goblin;0;;8;3;5;;;4;3;0;;1,4-9|raiding party,10-16|warband;B6
mountain blight;14;;8;4;8;37;;6;;0;;1;B6
mountain giant;18;;9;7;5;41;;6;;0;;1-2;B6
mosslord;18;;7;5;10;;;4;2;0;;1;B6
muhuru;10;;5;5;6;;;4;3;0;;1-2,3-8|pack;B6
munavri;1;;3;4;5;;;13;;0;;1-2,3-7|squad,10-40|crew;B6
naiad;0;;2;4;4;7;;9;;0;;1-2,3-10|current;B6
nekomata;6;;8;4;6;50;;0;;0;;1-2,3-8|pride;B6
Oaur-Ooung;23;10;9;8;9;2,8,9,12,32;15;0,1,11,13;;18;;1u;B6
obcisidaemon;19;;8;7;9;9,12,20;;0,11,13;;19;;1-2,3-6|holocaust;B6
oblivion;20;;8;8;8;;;0,11,13;;11;;1;B6
obsidian golem;12;;5;5;2;;36;0,13;;0;;1,2-5|eruption;B6
obsidian golem shield guardian;14;;5;5;2;;36;0,13;;0;obsidian golem;1-2;B6
obsidian whip spider;14;;5;7;12;;;5;2,3;0;gargantuan [titanic whip spider];1-2;B6
old crypt dragon;19;;5;7;3;12;25;0;;13;crypt dragon\adult crypt dragon;1;B6
old havoc dragon;19;;3;7;3;8,10,12;25;0;;16;havoc dragon\adult havoc dragon;1;B6
old infernal dragon;19;;7;7;3;9,10,12;25;0;;20;infernal dragon\adult infernal dragon;1;B6
old paradise dragon;19;;1;7;3;10,11,12;25;0;;14;paradise dragon\adult paradise dragon;1;B6
old rift dragon;19;;9;7;3;8,9,12;25;0;;18;rift dragon\adult rift dragon;1;B6
olethros;17;;5;4;9;12,31;;0,11,13;;13;;1-2;B6
omnipath;18;;7;7;0;2;;1;;0;;1;B6
oolioddroo;13;;9;4;9;8,9,12,22;;0,11,13;;18;;1-2,3-6|cult;B6
oshageros;13;;6;4;9;8,12,30,50;;0,1,11;;17;;1-2,3-8|school;B6
ourdivar;4;;6;5;9;8,12,30,50;;0,1,11;;17;;1-2,3-5|breach;B6
ouroboros;21;;5;8;6;12;;0,11,15;;2;;1,2-4|knot;B6
outlaw troop;7;;6;4;5;53;;0;;0;;1,2-4|band;B6
pelagastr;8;;6;4;9;8,12,30,45,50;;0,1,11;;17;;1-2,3-6|convocation;B6
phasmadaemon;17;;8;5;9;9,12,20;;0,11,13;;19;;1-2,3-4|cabal;B6
piranha swarm;3;;5;2;1;2,52;;9;3;0;;1,2-5|shoal,6-10|school;B6
plague giant;14;;8;6;5;41;;0;;0;;1-2;B6
psoglav;13;;9;4;7;;;13;;0;;1-2,3-6|pack;B6
psychic stalker;7;;8;4;11;45;;0,13;;0;;1;B6
quetzalcoatlus;7;;5;6;1;;27,28;2,8,12;3;0;;1-2,3-6|flock;B6
quintessence golem;20;;5;6;2;12;36;0,13;;0;;1;B6
quintessence golem shield guardian;22;;5;6;2;12;36;0,13;;0;quintessence golem;1;B6
Ragathiel;26;10;1;6;9;10,11,12,16;7;0,11,13;;14;;1u;B6
raven swarm;3;;5;2;1;52;;0;2;0;;1,2-6|unkindness;B6
rawhead;14;;8;4;7;;;0;;0;;1;B6
razormouth;11;;5;6;12;;;6;2;0;;1-2,3-6|colony;B6
Rhan-Tegoth;28;10;9;5;0;2,8,9,42;;0,1,13;;0;;1u;B6
rougarou;0;;4;4;5;50;;0;;0;;1-2,3-12|pack;B6
saber whip spider;7;;5;5;12;;;5;2,3;0;large [titanic whip spider];1-2;B6
sangudaemon;9;;8;4;9;9,12,20;;0,11,13;;19;;1,2-5|cluster,6-10|hunt;B6
saurian;16;;5;6;7;;;6;3;0;;1-2;B6
sewer blight;15;;9;4;8;37;;13;;0;;1;B6
shadow giant;13;;7;5;5;12,41;;0;;1;;1,2-5|gang;B6
shoki;9;;5;4;9;12,31;;0,13;;13;;1;B6
siabrae;15;;8;4;11;4;;0;;0;;1;B6
siren's bed;9;;5;7;12;2;;2,7;3;0;;1-2,3-6|choir;B6
skincrawler;0;;5;2;8;;;0,13;;0;;1,2-12|rash;B6
skrimsl;13;;5;6;6;2;;7;1;0;;1-2,3-9|pod;B6
slime naga;9;;8;5;0;;45;13;;0;;1,2-4|nest;B6
slithering pit;2;;5;4;8;;;0,13;;0;;1;B6
slithering rift;14;;5;6;8;;;0,13;;0;slithering pit;1;B6
spiny eurypterid;9;;5;6;12;2;;7;3;0;;1;B6
spore zombie;3;;9;4;11;;;0,13;;0;;1,2-12|bloom;B6
suspiridaemon;7;;8;4;9;9,12,20;;0,13;;19;;1,2-4|gang,5-9|mob;B6
swamp blight;17;;7;4;8;2,37;;12;;0;;1;B6
Szuriel;28;10;8;4;9;9,12,20;0;0,11,13;;19;;1u;B6
taniwha;6;;3;5;6;2;;9;3;0;;1;B6
tarantula tree;19;;6;8;10;;;4;2,3;0;;1;B6
targotha;15;;5;6;0;;;12;;0;;1-2,3-6|pack;B6
Tawil at'Umr;30;10;6;5;9;8,12,42;;0,11,13;;0;;1u;B6
temerdaemon;14;;8;5;9;9,12,20;;0,13;;19;;1-2;B6
tenome;4;;8;4;7;;;14;;0;;1-2,3-5|scourge;B6
the Black Horse of Famine;25;;8;5;9;9,12;;0;;19;;1u;B6
the Pale Horse of Death;25;;8;5;9;9,12;;0;;19;;1u;B6
the Red Horse of War;25;;8;5;9;9,12;;0;;19;;1u;B6
the White Horse of Pestilence;25;;8;5;9;9,12;;0;;19;;1u;B6
thessalhydra;18;;5;7;0;;;12;2;0;;1;B6
Thuskchoon;21;10;9;7;9;8,9,12,32;15;0,11,13;;18;;1u;B6
titanic whip spider;16;;5;8;12;;;5;2,3;0;;1-2;B6
titanoboa;13;;5;8;1;;27,44;12;3;0;;1-2;B6
tomb giant;12;;8;5;5;41;;0,13;;0;;1-2;B6
trailgaunt;3;;8;4;11;;;2,3,4,5,6,8,10,12,16;;0;;1-2,3-10|pack;B6
trained esobok;4;;5;4;9;12,31;;0,13;;13;advanced [esobok];1,2-6|pack;B6
Trelmarixian;27;10;8;4;9;9,12,20;0;0,11,13;;19;;1u;B6
tundra blight;16;;8;4;8;3,37;;8,16;1;0;;1;B6
uinuja;15;;3;5;9;8,10,12,19;;0,11;;16;;1-2,3-12|collective;B6
unrisen;5;;8;4;11;;;0,13;;0;;1-2,3-14|blasphemy;B6
urhag;3;;8;4;0;;;6;1;0;;1-2,3-10|coven;B6
utukku;8;;9;4;9;8,9,12,32,50;;0,13;;18;;1;B6
Varklops;30;;9;8;6;6,46;;6;3;0;;1u;B6
vavakia;18;;9;6;9;8,9,12,22;;0,11,13;;18;;1-2;B6
veiled master;14;;7;5;0;2,50;;1;;0;;1;B6
venedaemon;5;;8;4;9;9,12,20;;0,11,13;;19;;1-2;B6
veranallia;20;;3;5;9;8,10,12,19;;0;;16;;1-2,3-6|grove;B6
vermlek;3;;9;4;9;8,9,12,22;;0,13;;0,18;;1,2-10|nest;B6
very old crypt dragon;20;;5;7;3;12;25;0;;13;crypt dragon\ancient crypt dragon;1;B6
very old havoc dragon;20;;3;7;3;8,10,12;25;0;;16;havoc dragon\ancient havoc dragon;1;B6
very old infernal dragon;20;;7;7;3;9,10,12;25;0;;20;infernal dragon\ancient infernal dragon;1;B6
very old paradise dragon;20;;1;7;3;10,11,12;25;0;;14;paradise dragon\ancient paradise dragon;1;B6
very old rift dragon;20;;9;7;3;8,9,12;25;0;;18;rift dragon\ancient rift dragon;1;B6
very young crypt dragon;10;;5;4;3;12;25;0;;13;crypt dragon\young crypt dragon;1;B6
very young havoc dragon;10;;3;4;3;8,10,12;25;0;;16;havoc dragon\young havoc dragon;1;B6
very young infernal dragon;10;;7;4;3;9,10,12;25;0;;20;infernal dragon\young infernal dragon;1;B6
very young paradise dragon;10;;1;4;3;10,11,12;25;0;;14;paradise dragon\young paradise dragon;1;B6
very young rift dragon;10;;9;4;3;8,9,12;25;0;;18;rift dragon\young rift dragon;1;B6
vespergaunt;12;;8;4;8;;;15;;0;;1,2-4|convocation;B6
viduus;4;;5;4;9;12,31;;0,13;;13;;1-2,3-12|library;B6
viridium golem;18;;5;6;2;;36;0,13;;0;;1,2-4|plague;B6
viridium golem shield guardian;20;;5;6;2;;36;0,13;;0;viridium golem;1-2;B6
Vorgozen;29;;6;8;8;7,46;;12;3;0;;1u;B6
vrykolakas;10;;8;4;11;50;;0,13;;0;;1;B6
warmonger;19;;5;6;2;;;0,13;;0;;1;B6
weremantis\weremantis (human form);4;;7;4;5;50;30;0;;0;;1-2,3-10|gathering;B6
werespider\werespider (human form);2;;8;4;5;50;30;0,13;;0;;1-2,3-10|colony;B6
werewasp\werewasp (human form);5;;6;4;5;50;30;0;;0;;1-2,3-12|cult;B6
whaler jellyfish;17;;5;8;12;2;;7;;0;;1,2-4|pack,5-8|bloom;B6
whisperer;20;;8;5;4;;;2,3,4,5,6,8,10,12,16;;0;;1;B6
wild hunt archer;13;;6;4;4;54;;0;;0;;1,2-6|squad;B6
wild hunt horse;11;;6;5;4;54;;0;;0;;1,2-10|herd;B6
wild hunt hound;10;;6;4;4;54;;0;;0;;1,2-10|pack;B6
wild hunt monarch;19;;6;4;4;54;;0;;0;;1;B6
wild hunt scout;15;;6;4;4;54;;0;;0;;1,2-6|invasion;B6
wyrm crypt dragon;22;;5;7;3;12;25;0;;13;crypt dragon\ancient crypt dragon;1;B6
wyrm havoc dragon;22;;3;7;3;8,10,12;25;0;;16;havoc dragon\ancient havoc dragon;1;B6
wyrm infernal dragon;22;;7;7;3;9,10,12;25;0;;20;infernal dragon\ancient infernal dragon;1;B6
wyrm infernal dragon ravener;24;;7;7;11;9,10,12;;0;;20;wyrm infernal dragon\ancient infernal dragon;1;B6
wyrm paradise dragon;22;;1;7;3;10,11,12;25;0;;14;paradise dragon\ancient paradise dragon;1;B6
wyrm rift dragon;22;;9;7;3;8,9,12;25;0;;18;rift dragon\ancient rift dragon;1;B6
wyrm rift dragon ravener;24;;9;7;11;8,9,12;;0;;18;wyrm rift dragon\ancient rift dragon;1;B6
wyrmling crypt dragon;8;;5;3;3;12;25;0;;13;crypt dragon\young crypt dragon;1;B6
wyrmling havoc dragon;8;;3;3;3;8,10,12;25;0;;16;havoc dragon\young havoc dragon;1;B6
wyrmling infernal dragon;8;;7;3;3;9,10,12;25;0;;20;infernal dragon\young infernal dragon;1;B6
wyrmling paradise dragon;8;;1;3;3;10,11,12;25;0;;14;paradise dragon\young paradise dragon;1;B6
wyrmling rift dragon;8;;9;3;3;8,9,12;25;0;;18;rift dragon\young rift dragon;1;B6
ximtal;17;;8;5;9;9,12,34;;0,11,15;;3;;1-2,3-6|fright;B6
yaddithian;8;;5;4;0;;;0;;0;;1-2,3-18|conclave;B6
yaenit;6;;9;4;9;8,9,12,22;;0,13;;18;;1,2-5|pack,7-12|clan;B6
yamah;5;;3;4;9;8,10,12,19;;0,11;;16;;1-2,3-10|crusade;B6
Yarthoon;25;;6;8;6;1,46;;0,15;1;0;;1u;B6
Yig;27;10;6;5;7;8,42,50;;0,11,13;;0;;1u;B6
young adult crypt dragon;14;;5;6;3;12;25;0;;13;crypt dragon\adult crypt dragon;1;B6
young adult havoc dragon;14;;3;6;3;8,10,12;25;0;;16;havoc dragon\adult havoc dragon;1;B6
young adult infernal dragon;14;;7;6;3;9,10,12;25;0;;20;infernal dragon\adult infernal dragon;1;B6
young adult paradise dragon;14;;1;6;3;10,11,12;25;0;;14;paradise dragon\adult paradise dragon;1;B6
young adult rift dragon;14;;9;6;3;8,9,12;25;0;;18;rift dragon\adult rift dragon;1;B6
young crypt dragon;12;;5;5;3;12;25;0;;13;;1;B6
young havoc dragon;12;;3;5;3;8,10,12;25;0;;16;;1;B6
young infernal dragon;12;;7;5;3;9,10,12;25;0;;20;;1;B6
young paradise dragon;12;;1;5;3;10,11,12;25;0;;14;;1;B6
young rift dragon;12;;9;5;3;8,9,12;25;0;;18;;1;B6
yurei;12;;8;4;11;;;0,13;;0;;1-2,3-6|haunting;B6
zohanil;10;;8;4;9;9,12,34;;0,11,15;;3;;1-2,3-12|gang;B6
1 [saxra] plus 1d6 [skeletons\human skeleton] and 1d4 [skeletal champions\skeletal champion];18,0;;8;4,6;11;1;;6;;0;;;B5
a blasphemy of 2 [clockwork fiends\clockwork fiend] plus 1d4+4 [clockwork angels\clockwork angel];17,5;;5;4;2;38;;0,13;;0;;;B6
a cabal of 3 [derro magisters\derro magister] plus 1d10+10 [derros\derro];5,7;;9;3;5;;;13;;0;;;B6
a cabal of 1d4+2 [venedaemons\venedaemon] plus 2d6 [cacodaemons\cacodaemon];5,6;;8;2,4;9;9,12,20;;0,11,13;;19;;;B6
a clan of 1d10+2 [saurians\saurian] plus 2d4 [tyrannosauruses\tyrannosaurus];16,6;;5;6,7;1,7;;28;5,6;3;0;;;B6
a cult of 1 [euryale] plus 2d8+2 [medusas\medusa];20,0;;7,9;4;7;;;13;;0;;;B6
a cult of 1 [lilitu] and 1d6+6 [succubi\succubus];17,1;;9;4;9;8,9,12,22;;0,11,13;;18;;;B6
a family of 2 [deinotheriums\deinotherium] and 1 young deinotherium;7,3;;5;5,6;1;;44;4,8;;0;;;B6
a hunting party of 1 [vanth] plus 1d8+2 [esoboks\esobok];7,3;;5;4;9;12,31;;0,13;;13;;;B6
a ride of 1d4 [wild hunt archers\wild hunt archer] mounted on [wild hunt horses\wild hunt horse];13,4;;6;4,5;4;54;;0;;0;;;B6
a shoal of 1 [veiled master] and 2d4 [aboleths\aboleth];14,1;;7;5,6;0;2,50;;1;;0;;;B6
a squad of 1 [derro magister] plus 1d4+4 [derros\derro];5,4;;9;3;5;;;13;;0;;;B6
a terror of 1 [rawhead] plus 1d4+2 [bloody bones];14,3;;8;4;7,11;;;0;;0;;;B6
a thread of 3 [olethroses\olethros] plus 1d6+2 [morrignas\morrigna];17,4;;5;4;9;12,31;;0,13;;13;;;B6
a tragedy of 1d4+2 [lovelorns\lovelorn] plus 2d6 [zombies\zombie];4,5;;8,9;2,4;11;;;0,13;;0;;;B6
a trapper gang of 3 [temerdaemons\temerdaemon] and 1d6+10 [cacodaemons\cacodaemon];14,3;;8;2,5;9;9,12,20;;0,13;;19;;;B6
a warband of 1 [vavakia] plus 1d3+1 [hezrous\hezrou] and 2d4 [vrocks\vrock];18,1;;9;5,6;9;2,8,9,12,22;;0,13;;18;;;B6
a wild hunt of 1 [wild hunt monarch], 1 [wild hunt scout], 3 [wild hunt archers\wild hunt archer], 3 [wild hunt horses\wild hunt horse] and 4 [wild hunt hounds\wild hunt hound];19,2;;6;4,5,6;4;54;;0;;0;;;B6
a witchlight of 1d8+2 [banelights\banelight] plus 1d3+3 [will-o'-wisps\*Will-o%u2019-Wisp];12,6;;8,9;3,4;0,4;1;;12;;0;;;B6
a witchlight of 1d8+2 [banelights\banelight] plus 1d3+3 [lurkers in light\lurker in light];12,6;;8;3,4;4;12;;0,11;;0;;;B6
the four [apocalypse horses\apocalypse horse];25,4;;8;5;9;9,12;;0;;19;;1u;B6
[Apollyon] mounted on [the White Horse of Pestilence];29,1;10;8;4,5;9;9,12,20;;0,13;;19;;;B6
[Charon] mounted on [the Pale Horse of Death];30,0;10;8;4,5;9;9,12,20;;0,13;;19;;;B6
[Szuriel] mounted on [the Red Horse of War];28,1;10;8;4,5;9;9,12,20;;0,13;;19;;;B6
[Trelmarixian] mounted on [the Black Horse of Famine];27,1;10;8;4,5;9;9,12,20;;0,13;;19;;;B6

##Other core rulebooks

#Ultimate magic (4.2011)
blue-ringed octopus;0;;5;2;1;2;31;7;1,2;0;;1;UM
donkey rat;-2;;5;3;1;;31;2,4;2;0;;1-2,3-12|nest;UM
hedgehog;-4;;5;1;1;;31;4;2,3;0;;1-2;UM
house centipede;-4;;5;2;12;;31;4,13;2,3;0;;1-2,3-6|colony;UM
king crab;-2;;5;2;12;2;31;1;;0;;1,2-12|cast;UM
thrush;-1;;5;1;1;;31;4;2;0;;1-2,3-12|flock;UM
turtle;-3;;5;2;1;;31;1,4;2,3;0;;1;UM

#Mythic adventures (8.2013)
mythic aboleth\aboleth;9;3;7;6;0;2,47;;1;;0;;1-2,3-6|brood,7-19|shoal;MA
mythic bone devil\bone devil;11;4;7;5;9;9,11,12,23,47;;0,11,13;;20;;1-2,3-10|inquisition;MA
mythic cockatrice\cockatrice;4;1;5;3;6;47;;8;2;0;;1-2,3-5|flight,6-12|flock;MA
mythic elder air elemental\elder air elemental;14;5;5;6;9;1,5,12,47;;0,11;;7;;1-2,3-8|gang;MA
mythic elder earth elemental\elder earth elemental;14;5;5;6;9;4,5,12,47;;0,13;;7;;1-2,3-8|gang;MA
mythic elder fire elemental\elder fire elemental;14;5;5;6;9;5,6,12,47;;0;;7;;1-2,3-8|gang;MA
mythic elder water elemental\elder water elemental;14;5;5;6;9;5,7,12,47;;0,1;;7;;1-2,3-8|gang;MA
mythic ettin\ettin;8;3;9;5;5;41,47;;5;1;0;;1-2,3-6|troupe;MA
mythic fire giant\fire giant;12;5;7;5;5;6,41,47;;6;3;0;;1,2-5|gang;MA
mythic flesh golem\flesh golem;9;3;5;5;2;47;36;0,13;;0;;1,2-4|gang;MA
mythic gargoyle\gargoyle;5;2;9;4;7;4,47;;10,11,13,14;;0;;1-2,3-12|wing;MA
mythic great cyclops\great cyclops;15;6;9;6;5;41,47;;0;2,3;0;;1,2-5|colony,6-14|tribe;MA
mythic greater barghest\greater barghest;8;2;7;5;9;9,11,12,47,50;;0;;0;;1;MA
mythic griffon\griffon;5;2;5;5;6;47;;5;2;0;;1-2,6-10|pride;MA
mythic hell hound\hell hound;4;1;7;4;9;6,9,11,12,47;;0;;20;;1-2,3-12|pack;MA
mythic hill giant\hill giant;9;3;9;5;5;41,47;;5;2;0;;1,2-5|gang,6-8|band;MA
mythic hydra\hydra;9;3;5;6;6;47;;12;2;0;;1;MA
mythic ice devil\ice devil;16;6;7;5;9;9,11,12,23,47;;0,11,13;;20;;1,2-3|team,4-10|council;MA
mythic ice troll;5;2;9;5;5;41,47;48;6,13;1;0;mythic troll\troll;1-2,3-6|gang;MA
mythic jotund troll;18;7;9;6;5;41,47;48;5,6;1;0;mythic troll\troll;1;MA
mythic juvenile white dragon\juvenile white dragon;9;3;9;4;3;3,47;20;6;1;0;;1;MA
mythic kapoacinth;5;2;9;4;7;7,47;;10,11,13,14;;0;mythic gargoyle\gargoyle;1-2,3-12|wing;MA
mythic lamia\lamia;7;3;9;5;7;47,50;;3;2;0;;1-2,3-12|cult;MA
mythic lich\lich;17;7;7;4;11;47;;0,13;;0;;1;MA
mythic manticore\manticore;6;2;7;5;6;47;;5,12;3;0;;1-2,3-6|pride;MA
mythic marilith\marilith;21;8;9;5;9;8,9,12,22,47;;0,13;;18;;1-2;MA
mythic mature adult black dragon\mature adult black dragon;15;6;9;5;3;7,47;20;12;3;0;;1;MA
mythic mature adult blue dragon\mature adult blue dragon;17;7;7;6;3;4,47;20;3;3;0;;1;MA
mythic medusa\medusa;9;3;7;4;7;47;;12,13;2;0;;1;MA
mythic minotaur\minotaur;6;2;9;5;7;47;;10,13;2;0;;1-2,3-4|gang;MA
mythic moss troll;4;1;9;5;5;41,47,50;48;4;1,2;0;mythic troll\troll;1,2-3|gang,4-8|troop;MA
mythic mummy\mummy;7;3;7;4;11;47;;0,13;;0;;1,2-6|warden squad,7-12|guardian detail;MA
mythic nalfeshnee\nalfeshnee;17;7;9;6;9;8,9,12,22,47;;0,11,13;;18;;1;MA
mythic nessian warhound\nessian warhound;11;4;7;5;9;6,9,11,12,47;;0;;20;;1-2,3-6|pack;MA
mythic ogre\ogre;4;1;9;5;5;41,47;;5;1,2;0;;1-2,3-4|gang,5-16|family;MA
mythic owlbear\owlbear;5;2;5;5;6;47;;4;2;0;;1-2,3-8|pack;MA
mythic phoenix\phoenix;18;7;2;7;6;6,47;;3,5;3;0;;1;MA
mythic rakshasa\rakshasa;12;5;7;4;9;13,47,50;;0;;0;;1-2,3-12|cult;MA
mythic rock troll;7;3;9;5;5;4,41,47;48;13;;0;mythic troll\troll;1,2-5|gang;MA
mythic scrag;6;2;9;5;5;2,41,47;48;1;;0;mythic troll\troll;1,2-4|gang;MA
mythic skeleton\skeleton;1;1;8;4;11;47;;0,13;;0;;1-100;MA
